candidate_formula,prototype_id,substitution,w_letter,group_size,max_mismatch,status,generated_cif,n_neighbor_checks
Fe13CuNi6,mp-1197841,Pr->Ni,l,24,0.13381259125032294,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13CuNi6__from_mp-1197841__PrtoNi__radiusmatch_ok.cif,144
Mn6Fe13Cu,mp-1197841,Pr->Mn,l,24,0.12698464141834667,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6Fe13Cu__from_mp-1197841__PrtoMn__radiusmatch_ok.cif,144
Cr6Fe13Cu,mp-1197841,Pr->Cr,l,24,0.12698464141834667,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr6Fe13Cu__from_mp-1197841__PrtoCr__radiusmatch_ok.cif,144
Fe13Co6Sn,mp-1197173,Pr->Co,f,4,0.18936146627247377,rejected_radiusmatch_high,,48
Fe13Ni6Sn,mp-1197173,Pr->Ni,f,4,0.18936146627247377,rejected_radiusmatch_high,,48
Mn6Fe13Sn,mp-1197173,Pr->Mn,f,4,0.16812286866046539,rejected_radiusmatch_high,,48
Cr6Fe13Sn,mp-1197173,Pr->Cr,f,4,0.16812286866046539,rejected_radiusmatch_high,,48
Fe4Ir,mp-623108,Eu->Fe,h,8,0.04038673194262043,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe4Ir__from_mp-623108__EutoFe__radiusmatch_ok.cif,8
Co4Ir,mp-623108,Eu->Co,h,8,0.05965315290452074,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Co4Ir__from_mp-623108__EutoCo__radiusmatch_ok.cif,8
Ni4Ir,mp-623108,Eu->Ni,h,8,0.05965315290452074,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Ni4Ir__from_mp-623108__EutoNi__radiusmatch_ok.cif,8
Mn4Ir,mp-623108,Eu->Mn,h,8,0.04038673194262043,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn4Ir__from_mp-623108__EutoMn__radiusmatch_ok.cif,8
Cr4Ir,mp-623108,Eu->Cr,h,8,0.04038673194262043,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr4Ir__from_mp-623108__EutoCr__radiusmatch_ok.cif,8
Fe10S14O,mp-556437,Gd->Fe,g,80,0.20888220737703356,rejected_radiusmatch_high,,352
Co10S14O,mp-556437,Gd->Co,g,80,0.23460310540633206,rejected_radiusmatch_high,,352
Ni10S14O,mp-556437,Gd->Ni,g,80,0.23460310540633206,rejected_radiusmatch_high,,352
Mn10S14O,mp-556437,Gd->Mn,g,80,0.20888220737703356,rejected_radiusmatch_high,,352
Cr10S14O,mp-556437,Gd->Cr,g,80,0.20888220737703356,rejected_radiusmatch_high,,352
Mn9O14,mp-674504,La->Mn,b,66,0.3388496753767185,rejected_radiusmatch_high,,204
Fe3Au2,mp-1104457,Eu->Fe,a,1,0.16774486560717622,rejected_radiusmatch_high,,6
Co3Au2,mp-1104457,Eu->Co,a,1,0.18936977052582754,rejected_radiusmatch_high,,6
Ni3Au2,mp-1104457,Eu->Ni,a,1,0.18936977052582754,rejected_radiusmatch_high,,6
Mn3Au2,mp-1104457,Eu->Mn,a,1,0.16774486560717622,rejected_radiusmatch_high,,6
Cr3Au2,mp-1104457,Eu->Cr,a,1,0.16774486560717622,rejected_radiusmatch_high,,6
Fe3Pd2,mp-1105286,Eu->Fe,b,1,0.1242985762614227,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe3Pd2__from_mp-1105286__EutoFe__radiusmatch_ok.cif,6
Co3Pd2,mp-1105286,Eu->Co,b,1,0.14474036855708486,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Co3Pd2__from_mp-1105286__EutoCo__radiusmatch_ok.cif,6
Ni3Pd2,mp-1105286,Eu->Ni,b,1,0.14474036855708486,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Ni3Pd2__from_mp-1105286__EutoNi__radiusmatch_ok.cif,6
Mn3Pd2,mp-1105286,Eu->Mn,b,1,0.1242985762614227,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn3Pd2__from_mp-1105286__EutoMn__radiusmatch_ok.cif,6
Cr3Pd2,mp-1105286,Eu->Cr,b,1,0.1242985762614227,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr3Pd2__from_mp-1105286__EutoCr__radiusmatch_ok.cif,6
Fe3Pt2,mp-1104698,Eu->Fe,a,1,0.14500357187003712,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe3Pt2__from_mp-1104698__EutoFe__radiusmatch_ok.cif,6
Co3Pt2,mp-1104698,Eu->Co,a,1,0.1662073417194822,rejected_radiusmatch_high,,6
Ni3Pt2,mp-1104698,Eu->Ni,a,1,0.1662073417194822,rejected_radiusmatch_high,,6
Mn3Pt2,mp-1104698,Eu->Mn,a,1,0.14500357187003712,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn3Pt2__from_mp-1104698__EutoMn__radiusmatch_ok.cif,6
Cr3Pt2,mp-1104698,Eu->Cr,a,1,0.14500357187003712,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr3Pt2__from_mp-1104698__EutoCr__radiusmatch_ok.cif,6
Fe2O3,mp-3282,Tb->Fe,f,72,0.3313583421016063,rejected_radiusmatch_high,,234
Fe19H3,mp-1191093,Gd->Fe,c,4,0.5056839750031954,rejected_radiusmatch_high,,8
Fe5P3O13,mp-1212818,Eu->Fe,f,4,0.286555039809276,rejected_radiusmatch_high,,24
Co5P3O13,mp-1212818,Eu->Co,f,4,0.3195436305736163,rejected_radiusmatch_high,,24
Ni5P3O13,mp-1212818,Eu->Ni,f,4,0.3195436305736163,rejected_radiusmatch_high,,24
Mn5P3O13,mp-1212818,Eu->Mn,f,4,0.286555039809276,rejected_radiusmatch_high,,24
Cr5P3O13,mp-1212818,Eu->Cr,f,4,0.286555039809276,rejected_radiusmatch_high,,24
Fe4Br6O,mp-559031,Eu->Fe,c,18,0.19059160065477365,rejected_radiusmatch_high,,60
Co4Br6O,mp-559031,Eu->Co,c,18,0.22111959041515236,rejected_radiusmatch_high,,60
Ni4Br6O,mp-559031,Eu->Ni,c,18,0.22111959041515236,rejected_radiusmatch_high,,60
Mn4Br6O,mp-559031,Eu->Mn,c,18,0.19059160065477365,rejected_radiusmatch_high,,60
Cr4Br6O,mp-559031,Eu->Cr,c,18,0.19059160065477365,rejected_radiusmatch_high,,60
Fe7Au3,mp-1106137,Eu->Fe,b,2,0.1377457851691236,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe7Au3__from_mp-1106137__EutoFe__radiusmatch_ok.cif,6
Co7Au3,mp-1106137,Eu->Co,b,2,0.15881515156114434,rejected_radiusmatch_high,,6
Ni7Au3,mp-1106137,Eu->Ni,b,2,0.15881515156114434,rejected_radiusmatch_high,,6
Mn7Au3,mp-1106137,Eu->Mn,b,2,0.1377457851691236,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn7Au3__from_mp-1106137__EutoMn__radiusmatch_ok.cif,6
Cr7Au3,mp-1106137,Eu->Cr,b,2,0.1377457851691236,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr7Au3__from_mp-1106137__EutoCr__radiusmatch_ok.cif,6
Fe8Ni18P11,mp-1213676,Eu->Fe,k,21,0.26219884183933584,rejected_radiusmatch_high,,156
Co8Ni18P11,mp-1213676,Eu->Co,k,21,0.28905413634655563,rejected_radiusmatch_high,,156
Ni26P11,mp-1213676,Eu->Ni,k,21,0.28905413634655563,rejected_radiusmatch_high,,156
Mn8Ni18P11,mp-1213676,Eu->Mn,k,21,0.26219884183933584,rejected_radiusmatch_high,,156
Cr8Ni18P11,mp-1213676,Eu->Cr,k,21,0.26219884183933584,rejected_radiusmatch_high,,156
Ni35P12,mp-1213589,Eu->Ni,k,15,0.30552284506258875,rejected_radiusmatch_high,,129
NdFe37,mp-1220311,Er->Fe,d,1,0.13903223954158392,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\NdFe37__from_mp-1220311__ErtoFe__radiusmatch_ok.cif,20
Er3Fe35,mp-1220311,Nd->Fe,e,1,0.14963106796078168,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Er3Fe35__from_mp-1220311__NdtoFe__radiusmatch_ok.cif,20
SmFe37,mp-1219139,Er->Fe,b,1,0.13583503124764007,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\SmFe37__from_mp-1219139__ErtoFe__radiusmatch_ok.cif,20
Y3Fe35,mp-1219085,Sm->Fe,e,1,0.15099764635305396,rejected_radiusmatch_high,,20
Y3Fe34Co,mp-1219085,Sm->Co,e,1,0.17192487628674577,rejected_radiusmatch_high,,20
Y3Fe34Ni,mp-1219085,Sm->Ni,e,1,0.17192487628674577,rejected_radiusmatch_high,,20
Y3MnFe34,mp-1219085,Sm->Mn,e,1,0.15099764635305396,rejected_radiusmatch_high,,20
Y3CrFe34,mp-1219085,Sm->Cr,e,1,0.15099764635305396,rejected_radiusmatch_high,,20
YFe37,mp-1216207,Er->Fe,a,1,0.13975206937618445,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\YFe37__from_mp-1216207__ErtoFe__radiusmatch_ok.cif,20
YFe34Co3,mp-1216207,Er->Co,a,1,0.1604748342739332,rejected_radiusmatch_high,,20
YFe34Ni3,mp-1216207,Er->Ni,a,1,0.1604748342739332,rejected_radiusmatch_high,,20
YMn3Fe34,mp-1216207,Er->Mn,a,1,0.13975206937618445,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\YMn3Fe34__from_mp-1216207__ErtoMn__radiusmatch_ok.cif,20
YCr3Fe34,mp-1216207,Er->Cr,a,1,0.13975206937618445,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\YCr3Fe34__from_mp-1216207__ErtoCr__radiusmatch_ok.cif,20
Fe5As3,mp-1106024,Eu->Fe,d,4,0.2661146758978865,rejected_radiusmatch_high,,32
Co5As3,mp-1106024,Eu->Co,d,4,0.2914369694158442,rejected_radiusmatch_high,,32
Ni5As3,mp-1106024,Eu->Ni,d,4,0.2914369694158442,rejected_radiusmatch_high,,32
Mn5As3,mp-1106024,Eu->Mn,d,4,0.2661146758978865,rejected_radiusmatch_high,,32
Cr5As3,mp-1106024,Eu->Cr,d,4,0.2661146758978865,rejected_radiusmatch_high,,32
Fe5Bi3,mp-1188517,Eu->Fe,d,4,0.1555628536594651,rejected_radiusmatch_high,,32
Co5Bi3,mp-1188517,Eu->Co,d,4,0.175148664738439,rejected_radiusmatch_high,,32
Ni5Bi3,mp-1188517,Eu->Ni,d,4,0.175148664738439,rejected_radiusmatch_high,,32
Mn5Bi3,mp-1188517,Eu->Mn,d,4,0.1555628536594651,rejected_radiusmatch_high,,32
Cr5Bi3,mp-1188517,Eu->Cr,d,4,0.1555628536594651,rejected_radiusmatch_high,,32
Fe5Sb3,mp-1105949,Eu->Fe,d,4,0.19679585655071968,rejected_radiusmatch_high,,32
Co5Sb3,mp-1105949,Eu->Co,d,4,0.21816721113198245,rejected_radiusmatch_high,,32
Ni5Sb3,mp-1105949,Eu->Ni,d,4,0.21816721113198245,rejected_radiusmatch_high,,32
Mn5Sb3,mp-1105949,Eu->Mn,d,4,0.19679585655071968,rejected_radiusmatch_high,,32
Cr5Sb3,mp-1105949,Eu->Cr,d,4,0.19679585655071968,rejected_radiusmatch_high,,32
Fe,mp-1195962,Ce->Fe,b,2,0.18307436328766255,rejected_radiusmatch_high,,36
Fe17Co2,mp-1195962,Ce->Co,b,2,0.20458480625652908,rejected_radiusmatch_high,,36
Fe17Ni2,mp-1195962,Ce->Ni,b,2,0.20458480625652908,rejected_radiusmatch_high,,36
Mn2Fe17,mp-1195962,Ce->Mn,b,2,0.18307436328766255,rejected_radiusmatch_high,,36
Cr2Fe17,mp-1195962,Ce->Cr,b,2,0.18307436328766255,rejected_radiusmatch_high,,36
YFe18,mp-1226946,Ce->Fe,d,2,0.14718027057579441,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\YFe18__from_mp-1226946__CetoFe__radiusmatch_ok.cif,40
YFe17Co,mp-1226946,Ce->Co,d,2,0.1680380936771724,rejected_radiusmatch_high,,40
YFe17Ni,mp-1226946,Ce->Ni,d,2,0.1680380936771724,rejected_radiusmatch_high,,40
YMnFe17,mp-1226946,Ce->Mn,d,2,0.14718027057579441,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\YMnFe17__from_mp-1226946__CetoMn__radiusmatch_ok.cif,40
YCrFe17,mp-1226946,Ce->Cr,d,2,0.14718027057579441,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\YCrFe17__from_mp-1226946__CetoCr__radiusmatch_ok.cif,40
Fe2Co17,mp-569638,Dy->Fe,d,2,0.1410563129660811,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe2Co17__from_mp-569638__DytoFe__radiusmatch_ok.cif,40
Co,mp-569638,Dy->Co,d,2,0.16218698542841586,rejected_radiusmatch_high,,40
Co17Ni2,mp-569638,Dy->Ni,d,2,0.16218698542841586,rejected_radiusmatch_high,,40
Mn2Co17,mp-569638,Dy->Mn,d,2,0.1410563129660811,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn2Co17__from_mp-569638__DytoMn__radiusmatch_ok.cif,40
Cr2Co17,mp-569638,Dy->Cr,d,2,0.1410563129660811,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr2Co17__from_mp-569638__DytoCr__radiusmatch_ok.cif,40
Al2Fe17,mp-1196052,Dy->Fe,b,2,0.12014443872946638,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Al2Fe17__from_mp-1196052__DytoFe__radiusmatch_ok.cif,24
Fe19C3,mp-1213192,Dy->Fe,c,2,0.19599131671308068,rejected_radiusmatch_high,,6
Fe17Co2C3,mp-1213192,Dy->Co,c,2,0.2251618366329118,rejected_radiusmatch_high,,6
Fe17Ni2C3,mp-1213192,Dy->Ni,c,2,0.2251618366329118,rejected_radiusmatch_high,,6
Mn2Fe17C3,mp-1213192,Dy->Mn,c,2,0.19599131671308068,rejected_radiusmatch_high,,6
Cr2Fe17C3,mp-1213192,Dy->Cr,c,2,0.19599131671308068,rejected_radiusmatch_high,,6
Fe17Co2H3,mp-1213248,Dy->Co,c,2,0.5619172941685263,rejected_radiusmatch_high,,6
Fe17Ni2H3,mp-1213248,Dy->Ni,c,2,0.5619172941685263,rejected_radiusmatch_high,,6
Mn2Fe17H3,mp-1213248,Dy->Mn,c,2,0.5145864670725105,rejected_radiusmatch_high,,6
Cr2Fe17H3,mp-1213248,Dy->Cr,c,2,0.5145864670725105,rejected_radiusmatch_high,,6
Ga3Fe16,mp-1203342,Dy->Fe,c,4,0.19458870137366588,rejected_radiusmatch_high,,64
Fe19N3,mp-1200240,Dy->Fe,b,2,0.20046536386211591,rejected_radiusmatch_high,,6
Nb2Fe17,mp-1197659,Dy->Fe,b,2,0.12010998493410444,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Nb2Fe17__from_mp-1197659__DytoFe__radiusmatch_ok.cif,24
Al3Fe16,mp-1199551,Er->Fe,b,2,0.11215017323353854,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Al3Fe16__from_mp-1199551__ErtoFe__radiusmatch_ok.cif,24
Fe16Si3,mp-1204517,Er->Fe,b,2,0.10606686852547716,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe16Si3__from_mp-1204517__ErtoFe__radiusmatch_ok.cif,24
CrFe3,mp-1184391,Eu->Fe,h,6,0.3380417247492952,rejected_radiusmatch_high,,72
CrCo3,mp-1184391,Eu->Co,h,6,0.36236975610837324,rejected_radiusmatch_high,,72
CrNi3,mp-1184391,Eu->Ni,h,6,0.36236975610837324,rejected_radiusmatch_high,,72
Mn3Cr,mp-1184391,Eu->Mn,h,6,0.3380417247492952,rejected_radiusmatch_high,,72
Cr,mp-1184391,Eu->Cr,h,6,0.3380417247492952,rejected_radiusmatch_high,,72
Fe7Co12,mp-1197249,Ho->Fe,b,2,0.16975888728040706,rejected_radiusmatch_high,,36
Fe5Co14,mp-1197249,Ho->Co,b,2,0.1914210888967108,rejected_radiusmatch_high,,36
Fe17Co2N3,mp-1212403,Ho->Co,c,2,0.26643904068294244,rejected_radiusmatch_high,,6
Fe17Ni2N3,mp-1212403,Ho->Ni,c,2,0.26643904068294244,rejected_radiusmatch_high,,6
Mn2Fe17N3,mp-1212403,Ho->Mn,c,2,0.2355502835931147,rejected_radiusmatch_high,,6
Cr2Fe17N3,mp-1212403,Ho->Cr,c,2,0.2355502835931147,rejected_radiusmatch_high,,6
Mn3(FeCo7)2,mp-1201523,Ho->Fe,b,2,0.15726668080591255,rejected_radiusmatch_high,,36
Mn3Co16,mp-1201523,Ho->Co,b,2,0.17869754526528123,rejected_radiusmatch_high,,36
Mn3(Co7Ni)2,mp-1201523,Ho->Ni,b,2,0.17869754526528123,rejected_radiusmatch_high,,36
Mn5Co14,mp-1201523,Ho->Mn,b,2,0.15726668080591255,rejected_radiusmatch_high,,36
Mn3(CrCo7)2,mp-1201523,Ho->Cr,b,2,0.15726668080591255,rejected_radiusmatch_high,,36
Fe13O19,mp-574915,La->Fe,d,2,0.3444873966804427,rejected_radiusmatch_high,,12
Fe12CoO19,mp-574915,La->Co,d,2,0.3789614324927616,rejected_radiusmatch_high,,12
Fe12NiO19,mp-574915,La->Ni,d,2,0.3789614324927616,rejected_radiusmatch_high,,12
MnFe12O19,mp-574915,La->Mn,d,2,0.3444873966804427,rejected_radiusmatch_high,,12
CrFe12O19,mp-574915,La->Cr,d,2,0.3444873966804427,rejected_radiusmatch_high,,12
Mn7Co12,mp-1201029,Nd->Mn,b,2,0.17692808593346596,rejected_radiusmatch_high,,36
NdFe18,mp-1220296,Er->Fe,b,2,0.16911313472567835,rejected_radiusmatch_high,,36
NdFe17Co,mp-1220296,Er->Co,b,2,0.19036973717523606,rejected_radiusmatch_high,,36
NdFe17Ni,mp-1220296,Er->Ni,b,2,0.19036973717523606,rejected_radiusmatch_high,,36
NdMnFe17,mp-1220296,Er->Mn,b,2,0.16911313472567835,rejected_radiusmatch_high,,36
NdCrFe17,mp-1220296,Er->Cr,b,2,0.16911313472567835,rejected_radiusmatch_high,,36
ErFe18,mp-1220296,Nd->Fe,d,2,0.14786719940584828,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ErFe18__from_mp-1220296__NdtoFe__radiusmatch_ok.cif,40
ErFe17Co,mp-1220296,Nd->Co,d,2,0.1687375121223182,rejected_radiusmatch_high,,40
ErFe17Ni,mp-1220296,Nd->Ni,d,2,0.1687375121223182,rejected_radiusmatch_high,,40
ErMnFe17,mp-1220296,Nd->Mn,d,2,0.14786719940584828,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ErMnFe17__from_mp-1220296__NdtoMn__radiusmatch_ok.cif,40
ErCrFe17,mp-1220296,Nd->Cr,d,2,0.14786719940584828,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ErCrFe17__from_mp-1220296__NdtoCr__radiusmatch_ok.cif,40
Ga2Fe17,mp-1203778,Tm->Fe,b,2,0.12250227366705115,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Ga2Fe17__from_mp-1203778__TmtoFe__radiusmatch_ok.cif,24
Fe17Si2,mp-1200417,Tm->Fe,b,2,0.11345365438940523,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe17Si2__from_mp-1200417__TmtoFe__radiusmatch_ok.cif,24
Co18Pb,mp-1213266,Gd->Co,g,12,0.07771767121008812,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Co18Pb__from_mp-1213266__GdtoCo__radiusmatch_ok.cif,36
Co2O3,mp-504886,Gd->Co,b,4,0.1934351933040443,rejected_radiusmatch_high,,24
Ni2O3,mp-504886,Gd->Ni,b,4,0.1934351933040443,rejected_radiusmatch_high,,24
Mn2O3,mp-504886,Gd->Mn,b,4,0.1635993134714433,rejected_radiusmatch_high,,24
Cr2O3,mp-504886,Gd->Cr,b,4,0.1635993134714433,rejected_radiusmatch_high,,24
MgFe4Rh,mp-1191587,Gd->Fe,f,6,0.28836479618128796,rejected_radiusmatch_high,,84
MgCo4Rh,mp-1191587,Gd->Co,f,6,0.3122234035179784,rejected_radiusmatch_high,,84
MgNi4Rh,mp-1191587,Gd->Ni,f,6,0.3122234035179784,rejected_radiusmatch_high,,84
MgMn4Rh,mp-1191587,Gd->Mn,f,6,0.28836479618128796,rejected_radiusmatch_high,,84
MgCr4Rh,mp-1191587,Gd->Cr,f,6,0.28836479618128796,rejected_radiusmatch_high,,84
Fe4Bi3,mp-1104641,Eu->Fe,c,8,0.18638439078246125,rejected_radiusmatch_high,,48
Co4Bi3,mp-1104641,Eu->Co,c,8,0.2064926007957232,rejected_radiusmatch_high,,48
Ni4Bi3,mp-1104641,Eu->Ni,c,8,0.2064926007957232,rejected_radiusmatch_high,,48
Mn4Bi3,mp-1104641,Eu->Mn,c,8,0.18638439078246125,rejected_radiusmatch_high,,48
Cr4Bi3,mp-1104641,Eu->Cr,c,8,0.18638439078246125,rejected_radiusmatch_high,,48
Fe4As3,mp-20995,Eu->Fe,c,8,0.3076094904953199,rejected_radiusmatch_high,,42
Co4As3,mp-20995,Eu->Co,c,8,0.3337616803052262,rejected_radiusmatch_high,,42
Ni4As3,mp-20995,Eu->Ni,c,8,0.3337616803052262,rejected_radiusmatch_high,,42
Mn4As3,mp-20995,Eu->Mn,c,8,0.3076094904953199,rejected_radiusmatch_high,,42
Cr4As3,mp-20995,Eu->Cr,c,8,0.3076094904953199,rejected_radiusmatch_high,,42
Fe2C3,mp-1189998,Gd->Fe,c,8,0.26849632184138866,rejected_radiusmatch_high,,48
Co2C3,mp-1189998,Gd->Co,c,8,0.29943525652044684,rejected_radiusmatch_high,,48
Ni2C3,mp-1189998,Gd->Ni,c,8,0.29943525652044684,rejected_radiusmatch_high,,48
Mn2C3,mp-1189998,Gd->Mn,c,8,0.26849632184138866,rejected_radiusmatch_high,,48
Cr2C3,mp-1189998,Gd->Cr,c,8,0.26849632184138866,rejected_radiusmatch_high,,48
Fe4Sb3,mp-20831,Gd->Fe,c,8,0.1678833436413661,rejected_radiusmatch_high,,48
Co4Sb3,mp-20831,Gd->Co,c,8,0.18873840334924755,rejected_radiusmatch_high,,48
Ni4Sb3,mp-20831,Gd->Ni,c,8,0.18873840334924755,rejected_radiusmatch_high,,48
Mn4Sb3,mp-20831,Gd->Mn,c,8,0.1678833436413661,rejected_radiusmatch_high,,48
Cr4Sb3,mp-20831,Gd->Cr,c,8,0.1678833436413661,rejected_radiusmatch_high,,48
Fe2Co23B3,mp-1210590,Nd->Fe,c,16,0.42787774099094417,rejected_radiusmatch_high,,256
Co25B3,mp-1210590,Nd->Co,c,16,0.46032950783164733,rejected_radiusmatch_high,,256
Co23Ni2B3,mp-1210590,Nd->Ni,c,16,0.46032950783164733,rejected_radiusmatch_high,,256
Mn2Co23B3,mp-1210590,Nd->Mn,c,16,0.42787774099094417,rejected_radiusmatch_high,,256
Cr2Co23B3,mp-1210590,Nd->Cr,c,16,0.42787774099094417,rejected_radiusmatch_high,,256
Fe25B3,mp-568158,Nd->Fe,c,16,0.4657129449488758,rejected_radiusmatch_high,,256
Fe23Co2B3,mp-568158,Nd->Co,c,16,0.4990246027886229,rejected_radiusmatch_high,,256
Fe23Ni2B3,mp-568158,Nd->Ni,c,16,0.4990246027886229,rejected_radiusmatch_high,,256
Mn2Fe23B3,mp-568158,Nd->Mn,c,16,0.4657129449488758,rejected_radiusmatch_high,,256
Cr2Fe23B3,mp-568158,Nd->Cr,c,16,0.4657129449488758,rejected_radiusmatch_high,,256
Fe23Co6,mp-1194186,Dy->Co,e,6,0.10795411193790437,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe23Co6__from_mp-1194186__DytoCo__radiusmatch_ok.cif,72
Fe23Ni6,mp-1194186,Dy->Ni,e,6,0.10795411193790437,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe23Ni6__from_mp-1194186__DytoNi__radiusmatch_ok.cif,72
Mn6Fe23,mp-1194186,Dy->Mn,e,6,0.08816921708187042,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6Fe23__from_mp-1194186__DytoMn__radiusmatch_ok.cif,72
Cr6Fe23,mp-1194186,Dy->Cr,e,6,0.08816921708187042,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr6Fe23__from_mp-1194186__DytoCr__radiusmatch_ok.cif,72
Fe2N,mp-1212961,Eu->Fe,e,8,0.23573921026127861,rejected_radiusmatch_high,,24
Co2N,mp-1212961,Eu->Co,e,8,0.26663269051781047,rejected_radiusmatch_high,,24
Ni2N,mp-1212961,Eu->Ni,e,8,0.26663269051781047,rejected_radiusmatch_high,,24
Mn2N,mp-1212961,Eu->Mn,e,8,0.23573921026127861,rejected_radiusmatch_high,,24
Cr2N,mp-1212961,Eu->Cr,e,8,0.23573921026127861,rejected_radiusmatch_high,,24
AlFe4,mp-1213330,Eu->Fe,e,8,0.12697464562624072,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\AlFe4__from_mp-1213330__EutoFe__radiusmatch_ok.cif,8
AlCo4,mp-1213330,Eu->Co,e,8,0.14864723496520682,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\AlCo4__from_mp-1213330__EutoCo__radiusmatch_ok.cif,8
AlNi4,mp-1213330,Eu->Ni,e,8,0.14864723496520682,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\AlNi4__from_mp-1213330__EutoNi__radiusmatch_ok.cif,8
Mn4Al,mp-1213330,Eu->Mn,e,8,0.12697464562624072,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn4Al__from_mp-1213330__EutoMn__radiusmatch_ok.cif,8
AlCr4,mp-1213330,Eu->Cr,e,8,0.12697464562624072,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\AlCr4__from_mp-1213330__EutoCr__radiusmatch_ok.cif,8
Fe4Pd,mp-1213373,Eu->Fe,e,8,0.004844425307176183,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe4Pd__from_mp-1213373__EutoFe__radiusmatch_ok.cif,8
Co4Pd,mp-1213373,Eu->Co,e,8,0.013249312414512104,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Co4Pd__from_mp-1213373__EutoCo__radiusmatch_ok.cif,8
